,mean,std,min,max
rent_acceleration,0.05762226582690543,0.025905108969925438,-0.0062666561876265625,0.28365636616255596
population_growth_shock,0.0034728152389677408,0.013172146441457476,-0.053704556505166146,0.08156338236499483
migration_shock_iv,0.0024002281450654366,0.0038606372945439965,-0.015537412767418615,0.026163287387507395
pre_growth,0.040506869225376635,0.017220248896064497,-0.063920129781871,0.11246000389485511
permit_rate_2020_2020,5.544027209016502,4.329914751299193,0.215317499695747,25.465378734558165
