estimate,std_error,ci_low,ci_high,first_stage_coef,first_stage_se,first_stage_f,reduced_form_coef,reduced_form_se,n,specification
2.329849401633939,0.9473531042296702,0.4730373173437852,4.186661485924093,0.6872675179373785,0.18695391512646337,13.513956235042953,1.6012298154288438,0.35089438182466803,542,Baseline controls
