estimate,std_error,ci_low,ci_high,first_stage_coef,first_stage_se,first_stage_f,reduced_form_coef,reduced_form_se,n,specification
3.433283782244139,1.5240557965703492,0.446134420966255,6.420433143522024,0.5982617596882024,0.19818537520809726,9.112536516032641,2.0540023970743455,0.3617656530527584,542,No controls
2.329849401633939,0.9473531042296702,0.4730373173437852,4.186661485924093,0.6872675179373785,0.18695391512646337,13.513956235042953,1.6012298154288438,0.35089438182466803,542,Baseline controls
0.598547958568867,0.5678724872641514,-0.5144821164688697,1.7115780336066035,0.5090264912599013,0.2139659132388046,5.659676216304575,0.3046767672010875,0.26115466328599657,542,Baseline controls + state FE
