fips,year,permits
22109,2021,208
22109,2022,375
22109,2023,295
22111,2022,1
22111,2023,2
22113,2022,220
22113,2023,264
22115,2022,41
22115,2023,50
22117,2022,0
22117,2023,2
22119,2022,36
22119,2023,34
22121,2018,573
22121,2019,232
22121,2020,229
22121,2021,274
22121,2022,239
22121,2023,139
22123,2022,11
22123,2023,1
22125,2018,42
22125,2019,53
22125,2020,53
22125,2021,45
22125,2022,38
22125,2023,37
22127,2022,2
22127,2023,1
23000,2018,76
23000,2019,69
23000,2020,102
23000,2021,118
23000,2022,116
23000,2023,110
23001,2022,453
23001,2023,319
23003,2022,66
23003,2023,56
23005,2022,1941
23005,2023,1473
23007,2022,209
23007,2023,186
23009,2022,264
23009,2023,379
23011,2022,479
23011,2023,432
23013,2022,142
23013,2023,181
23015,2022,169
23015,2023,168
23017,2022,345
23017,2023,285
23019,2022,399
23019,2023,303
23021,2022,51
23021,2023,107
23023,2022,179
23023,2023,171
23025,2022,147
23025,2023,124
23027,2022,138
23027,2023,148
23029,2022,45
23029,2023,54
23031,2022,1559
23031,2023,1328
24001,2022,24
24001,2023,16
24003,2018,2046
24003,2019,2650
24003,2020,1982
24003,2021,1745
24003,2022,1822
24003,2023,1073
24005,2018,2107
24005,2019,1417
24005,2020,1444
24005,2021,986
24005,2022,335
24005,2023,1673
24009,2018,184
24009,2019,430
24009,2020,339
24009,2021,240
24009,2022,127
24009,2023,95
24011,2022,67
24011,2023,49
24013,2018,399
24013,2019,342
24013,2020,481
24013,2021,481
24013,2022,350
24013,2023,210
24015,2018,155
24015,2019,188
24015,2020,234
24015,2021,366
24015,2022,238
24015,2023,230
24017,2018,735
24017,2019,768
24017,2020,735
24017,2021,933
24017,2022,972
24017,2023,1128
24019,2022,72
24019,2023,71
24021,2018,2000
24021,2019,2402
24021,2020,2577
24021,2021,2803
24021,2022,2566
24021,2023,1646
24023,2018,92
24023,2019,107
24023,2020,118
24023,2021,153
24023,2022,181
24023,2023,155
24025,2018,864
24025,2019,930
24025,2020,1190
24025,2021,903
24025,2022,1406
24025,2023,1536
24027,2018,2046
24027,2019,779
24027,2020,1062
24027,2021,1735
24027,2022,571
24027,2023,798
24029,2022,56
24029,2023,75
24031,2018,1950
24031,2019,3225
24031,2020,1486
24031,2021,1857
24031,2022,724
24031,2023,2839
24033,2018,2260
24033,2019,2544
24033,2020,2721
24033,2021,2459
24033,2022,5928
24033,2023,3017
24035,2018,264
24035,2019,335
24035,2020,301
24035,2021,428
24035,2022,455
24035,2023,535
24037,2018,931
24037,2019,689
24037,2020,950
24037,2021,359
24037,2022,238
24037,2023,386
24039,2018,34
24039,2019,32
24039,2020,20
24039,2021,40
24039,2022,38
24039,2023,48
24041,2022,152
24041,2023,149
24043,2022,544
24043,2023,267
24045,2018,194
24045,2019,266
24045,2020,300
24045,2021,223
24045,2022,413
24045,2023,196
24047,2022,338
24047,2023,521
24510,2018,1547
24510,2019,510
24510,2020,1620
24510,2021,1730
24510,2022,1657
24510,2023,1411
25001,2022,868
25001,2023,528
25003,2022,101
25003,2023,114
25005,2018,662
25005,2019,654
25005,2020,696
25005,2021,867
25005,2022,745
25005,2023,723
25007,2022,140
25007,2023,81
25009,2018,930
25009,2019,1129
25009,2020,1215
25009,2021,1876
25009,2022,864
25009,2023,1117
25011,2022,73
25011,2023,64
25013,2022,258
25013,2023,323
25015,2022,408
25015,2023,237
25017,2018,4316
25017,2019,5438
25017,2020,4499
25017,2021,4953
25017,2022,4061
25017,2023,4046
25019,2022,239
25019,2023,232
25021,2018,1717
25021,2019,2069
25021,2020,1919
25021,2021,2689
25021,2022,2342
25021,2023,892
25023,2018,1569
25023,2019,1138
25023,2020,1327
25023,2021,1574
25023,2022,1494
25023,2023,1017
25025,2018,3738
25025,2019,3179
25025,2020,3696
25025,2021,3744
25025,2022,4138
25025,2023,2235
25027,2022,2465
25027,2023,1259
26000,2018,64
26000,2019,61
26000,2020,67
26000,2021,71
26000,2022,70
26000,2023,69
26001,2022,39
26001,2023,35
26003,2022,29
26003,2023,31
26005,2022,350
26005,2023,347
26007,2022,26
26007,2023,45
26009,2022,96
26009,2023,94
26011,2022,13
26011,2023,17
26013,2022,9
26013,2023,9
26015,2022,194
26015,2023,178
26017,2022,64
26017,2023,42
26019,2018,75
26019,2019,71
26019,2020,64
26019,2021,107
26019,2022,145
26019,2023,131
26021,2022,234
26021,2023,342
26023,2022,353
26023,2023,41
26025,2022,65
26025,2023,78
26027,2022,131
26027,2023,143
26029,2018,94
26029,2019,113
26029,2020,97
26029,2021,117
26029,2022,118
26029,2023,105
26031,2022,105
26031,2023,73
26033,2022,46
26033,2023,84
26035,2022,53
26035,2023,47
26037,2022,125
26037,2023,146
26039,2022,175
26039,2023,30
26041,2022,37
26041,2023,34
26043,2022,38
26043,2023,45
26045,2022,200
26045,2023,105
26047,2022,131
26047,2023,151
26049,2022,399
26049,2023,393
26051,2022,84
26051,2023,83
26053,2022,11
26053,2023,27
26055,2022,468
26055,2023,619
26057,2022,38
26057,2023,39
26059,2022,56
26059,2023,88
26061,2022,342
26061,2023,118
26063,2022,33
26063,2023,41
26065,2022,583
26065,2023,637
26067,2022,90
26067,2023,103
26069,2022,37
26069,2023,53
26071,2022,152
26071,2023,148
26073,2022,63
26073,2023,71
26075,2022,142
26075,2023,147
26077,2022,454
26077,2023,709
26079,2022,39
26079,2023,36
26081,2022,1956
26081,2023,2099
26083,2022,22
26083,2023,23
26085,2022,30
26085,2023,28
26087,2022,200
26087,2023,141
26089,2018,189
26089,2019,163
26089,2020,119
26089,2021,186
26089,2022,178
26089,2023,207
26091,2022,124
26091,2023,119
26093,2018,742
26093,2019,696
26093,2020,677
26093,2021,818
26093,2022,1150
26093,2023,800
26095,2018,7
26095,2019,4
26095,2020,9
26095,2021,2
26095,2022,0
26095,2023,2
26097,2022,41
26097,2023,40
26099,2018,2079
26099,2019,2111
26099,2020,1599
26099,2021,1735
26099,2022,1494
26099,2023,1274
26101,2022,97
26101,2023,99
26103,2018,75
26103,2019,75
26103,2020,85
26103,2021,111
26103,2022,95
26103,2023,93
26105,2022,73
26105,2023,80
26107,2022,127
26107,2023,118
26109,2022,27
26109,2023,24
26111,2022,117
26111,2023,137
26113,2022,25
26113,2023,35
26115,2022,262
26115,2023,253
26117,2022,153
26117,2023,179
26119,2022,0
26119,2023,0
26121,2022,535
26121,2023,344
26123,2022,145
26123,2023,133
26125,2022,2308
26125,2023,2318
26127,2022,96
26127,2023,140
26129,2022,41
26129,2023,55
26131,2022,6
26131,2023,8
26133,2022,39
26133,2023,9
26135,2022,25
26135,2023,19
26137,2018,17
26137,2019,19
26137,2020,21
26137,2021,23
26137,2022,23
26137,2023,23
26139,2022,1731
26139,2023,1335
26141,2022,41
26141,2023,43
26143,2022,59
26143,2023,48
26145,2022,193
26145,2023,173
26147,2018,263
26147,2019,339
26147,2020,208
26147,2021,406
26147,2022,424
26147,2023,278
26149,2022,77
26149,2023,128
26151,2022,81
26151,2023,67
26153,2022,13
26153,2023,12
26155,2022,68
26155,2023,64
26157,2022,60
26157,2023,52
26159,2022,214
26159,2023,191
26161,2022,615
26161,2023,1303
26163,2018,1431
26163,2019,1676
26163,2020,1995
26163,2021,2234
26163,2022,2361
26163,2023,1386
26165,2022,94
26165,2023,98
27001,2022,165
27001,2023,144
27003,2018,1588
27003,2019,1357
27003,2020,1664
27003,2021,2408
27003,2022,2119
27003,2023,1169
27005,2022,134
27005,2023,152
27007,2022,191
27007,2023,209
27009,2022,85
27009,2023,63
27011,2022,8
27011,2023,9
27013,2022,408
27013,2023,479
27015,2022,17
27015,2023,49
27017,2022,76
27017,2023,95
27019,2018,970
27019,2019,617
27019,2020,682
27019,2021,1052
27019,2022,1251
27019,2023,1086
27021,2022,310
27021,2023,265
27023,2022,52
27023,2023,20
27025,2018,256
27025,2019,229
27025,2020,275
27025,2021,486
27025,2022,312
27025,2023,189
27027,2018,397
27027,2019,268
27027,2020,310
27027,2021,483
27027,2022,268
27027,2023,403
27029,2022,2
27029,2023,3
27031,2022,69
27031,2023,56
27033,2022,12
27033,2023,54
27035,2022,535
27035,2023,856
27037,2018,1892
27037,2019,2334
27037,2020,1971
27037,2021,3477
27037,2022,2928
27037,2023,2685
27039,2022,180
27039,2023,46
27041,2022,197
27041,2023,160
27043,2022,7
27043,2023,12
27045,2022,70
27045,2023,74
27047,2022,20
27047,2023,12
27049,2022,170
27049,2023,51
27051,2022,1
27051,2023,2
27053,2018,7051
27053,2019,9192
27053,2020,7639
27053,2021,7905
27053,2022,9704
27053,2023,4917
27055,2022,64
27055,2023,32
27057,2022,18
27057,2023,76
27059,2018,250
27059,2019,258
27059,2020,322
27059,2021,468
27059,2022,183
27059,2023,398
27061,2022,96
27061,2023,123
27063,2022,13
27063,2023,4
27065,2022,46
27065,2023,47
27067,2022,175
27067,2023,219
27069,2022,1
27069,2023,2
27071,2022,25
27071,2023,29
27073,2022,8
27073,2023,3
27075,2022,41
27075,2023,71
27077,2022,27
27077,2023,19
27079,2022,73
27079,2023,75
27081,2022,12
27081,2023,12
27083,2022,81
27083,2023,31
27085,2022,76
27085,2023,76
27087,2022,0
27087,2023,0
27089,2022,3
27089,2023,2
27091,2022,23
27091,2023,11
27093,2022,150
27093,2023,63
27095,2022,75
27095,2023,85
27097,2022,121
27097,2023,178
27099,2022,138
27099,2023,39
27101,2022,38
27101,2023,24
27103,2022,199
27103,2023,109
27105,2022,15
27105,2023,11
27107,2022,17
27107,2023,10
27109,2022,1391
27109,2023,914
27111,2022,113
27111,2023,103
27113,2022,8
27113,2023,8
27115,2022,226
27115,2023,189
27117,2022,2
27117,2023,10
27119,2022,44
27119,2023,57
27121,2022,35
27121,2023,35
27123,2018,892
27123,2019,2726
27123,2020,2966
27123,2021,3279
27123,2022,1810
27123,2023,1831
27125,2022,0
27125,2023,0
27127,2022,16
27127,2023,17
27129,2022,9
27129,2023,12
27131,2022,156
27131,2023,116
27133,2022,64
27133,2023,61
27135,2022,29
27135,2023,75
27137,2022,479
27137,2023,560
27139,2018,849
27139,2019,1522
27139,2020,612
27139,2021,1039
27139,2022,1212
27139,2023,855
27141,2018,487
27141,2019,489
27141,2020,573
27141,2021,535
27141,2022,594
27141,2023,434
27143,2022,49
27143,2023,26
27145,2022,372
27145,2023,504
27147,2022,205
27147,2023,161
27149,2022,6
27149,2023,6
27151,2022,12
27151,2023,15
27153,2022,116
27153,2023,106
27155,2022,24
27155,2023,8
27157,2022,63
27157,2023,55
27159,2022,36
27159,2023,46
27161,2022,40
27161,2023,35
27163,2018,1699
27163,2019,1763
27163,2020,2183
27163,2021,2617
27163,2022,2484
27163,2023,2207
27165,2022,5
27165,2023,5
27167,2022,4
27167,2023,10
27169,2022,58
27169,2023,118
27171,2018,876
27171,2019,1087
27171,2020,1333
27171,2021,1559
27171,2022,1366
27171,2023,1230
27173,2022,5
27173,2023,9
28001,2022,1
28001,2023,2
28003,2022,12
28003,2023,29
28005,2022,0
28005,2023,0
28007,2022,19
28007,2023,8
28009,2022,0
28009,2023,0
28011,2022,18
28011,2023,18
28013,2022,0
28013,2023,11
28017,2022,0
28017,2023,2
28019,2022,0
28019,2023,3
28021,2022,0
28021,2023,0
28023,2022,0
28023,2023,0
28025,2022,8
28025,2023,7
28027,2022,29
28027,2023,28
28029,2022,6
28029,2023,7
28031,2022,0
28031,2023,0
28033,2018,1345
28033,2019,1475
28033,2020,1676
28033,2021,1808
28033,2022,1240
28033,2023,1044
28035,2022,110
28035,2023,89
28037,2022,0
28039,2022,17
28039,2023,15
28041,2018,1
28041,2019,0
28041,2020,4
28041,2021,2
28041,2022,2
28041,2023,2
28043,2022,2
28043,2023,3
28045,2018,609
28045,2019,659
28045,2020,717
28045,2021,827
28045,2022,719
28045,2023,326
28047,2018,1178
28047,2019,1047
28047,2020,1703
28047,2021,1113
28047,2022,1991
28047,2023,2059
28049,2022,260
28049,2023,208
28051,2022,18
28051,2023,18
28053,2022,0
28053,2023,0
28057,2022,7
28057,2023,8
28059,2022,683
28059,2023,595
28061,2022,0
28061,2023,0
28063,2022,0
28063,2023,0
28065,2022,0
28065,2023,0
28067,2018,17
28067,2019,5
28067,2020,93
28067,2021,81
28067,2022,45
28067,2023,48
28071,2022,256
28071,2023,282
28073,2022,65
28073,2023,44
28075,2022,13
28075,2023,11
28077,2022,0
28077,2023,0
28079,2022,0
28079,2023,0
28081,2022,93
28081,2023,116
28083,2022,10
28083,2023,10
28085,2022,9
28085,2023,20
28087,2022,117
28087,2023,100
28089,2022,622
28089,2023,607
28091,2022,0
28091,2023,0
28093,2022,244
28093,2023,265
28095,2022,18
28095,2023,7
28097,2022,141
28097,2023,112
28099,2022,0
28099,2023,0
28101,2022,0
28101,2023,0
28103,2022,0
28103,2023,0
28105,2022,74
28105,2023,90
28107,2022,14
28107,2023,12
28109,2022,420
28109,2023,306
28111,2022,1
28111,2023,0
28113,2022,2
28113,2023,9
28115,2022,83
28115,2023,85
28117,2022,8
28117,2023,9
28119,2022,0
28119,2023,0
28121,2022,265
28121,2023,329
28123,2022,12
28123,2023,9
28125,2022,0
28125,2023,0
28127,2022,47
28127,2023,47
28129,2018,0
28129,2019,0
28129,2020,0
28129,2021,0
28129,2022,4
28129,2023,0
28131,2022,55
28131,2023,56
28133,2022,20
28133,2023,8
28135,2022,1
28135,2023,1
28137,2018,131
28137,2019,121
28137,2020,144
28137,2021,167
28137,2022,146
28137,2023,118
28139,2022,11
28139,2023,11
28141,2022,8
28141,2023,7
28143,2018,110
28143,2019,71
28143,2020,94
28143,2021,104
28143,2022,91
28143,2023,85
28145,2018,9
28145,2019,16
28145,2020,11
28145,2021,19
28145,2022,20
28145,2023,22
28147,2022,0
28147,2023,0
28149,2018,3
28149,2019,2
28149,2020,28
28149,2021,5
28149,2022,8
28149,2023,10
28151,2022,7
28151,2023,54
28153,2022,6
28153,2023,5
28155,2022,7
28155,2023,8
28157,2022,0
28157,2023,0
28159,2022,5
28159,2023,8
28161,2022,22
28161,2023,20
28163,2022,2
28163,2023,4
29001,2022,60
29001,2023,18
29003,2022,6
29003,2023,5
29005,2022,1
29005,2023,4
29007,2022,23
29007,2023,25
29009,2022,85
29009,2023,23
29011,2022,1
29011,2023,0
29013,2018,0
29013,2019,2
29013,2020,2
29013,2021,2
29013,2022,1
29013,2023,2
29015,2022,4
29015,2023,2
29017,2018,0
29017,2019,1
29017,2020,0
29017,2021,0
29017,2022,0
29017,2023,0
29019,2018,557
29019,2019,789
29019,2020,921
29019,2021,1013
29019,2022,759
29019,2023,656
29021,2022,77
29021,2023,80
29023,2022,11
29023,2023,26
29025,2022,24
29025,2023,21
29027,2022,27
29027,2023,26
29029,2022,338
29029,2023,389
29031,2022,154
29031,2023,78
29033,2022,8
29033,2023,32
29035,2022,0
29035,2023,0
29037,2022,1128
29037,2023,475
29039,2022,14
29039,2023,5
29041,2022,0
29041,2023,0
29043,2022,682
29043,2023,801
29045,2022,7
29045,2023,8
29047,2022,1046
29047,2023,249
29049,2018,63
29049,2019,123
29049,2020,79
29049,2021,68
29049,2022,87
29049,2023,82
29051,2022,149
29051,2023,162
29053,2022,7
29053,2023,7
29055,2022,21
29055,2023,19
29057,2022,0
29057,2023,0
29059,2022,12
29059,2023,17
29061,2022,2
29061,2023,1
29063,2022,0
29063,2023,5
29065,2018,0
29065,2019,0
29065,2020,0
29065,2021,1
29065,2022,0
29065,2023,5
29067,2022,41
29067,2023,10
29069,2022,27
29069,2023,26
29071,2018,457
29071,2019,383
29071,2020,437
29071,2021,496
29071,2022,736
29071,2023,539
29073,2022,9
29073,2023,3
29075,2022,7
29075,2023,15
29077,2022,869
29077,2023,1164
29079,2022,5
29079,2023,5
29081,2022,0
29081,2023,0
29083,2022,12
29083,2023,13
29087,2022,2
29087,2023,1
29089,2022,4
29089,2023,6
29091,2022,34
29091,2023,71
29093,2022,0
29093,2023,1
29095,2018,3565
29095,2019,3778
29095,2020,4784
29095,2021,3974
29095,2022,4116
29095,2023,2489
29097,2022,1086
29097,2023,653
29099,2018,680
29099,2019,712
29099,2020,838
29099,2021,832
29099,2022,722
29099,2023,739
29101,2022,55
29101,2023,51
29103,2022,0
29103,2023,2
29105,2018,20
29105,2019,25
29105,2020,43
29105,2021,60
29105,2022,43
29105,2023,87
29107,2018,51
29107,2019,67
29107,2020,84
29107,2021,114
29107,2022,95
29107,2023,77
29109,2022,45
29109,2023,102
29111,2022,2
29111,2023,1
29113,2018,136
29113,2019,193
29113,2020,224
29113,2021,168
29113,2022,199
29113,2023,97
29115,2022,0
29115,2023,0
29117,2022,27
29117,2023,48
29119,2022,21
29119,2023,26
29121,2022,6
29121,2023,10
29123,2022,2
29123,2023,9
29125,2022,0
29125,2023,0
29127,2022,33
29127,2023,42
29129,2022,0
29129,2023,0
29131,2022,38
29131,2023,57
29133,2022,0
29133,2023,2
29135,2022,4
29135,2023,3
29137,2022,0
29137,2023,3
29139,2022,28
29139,2023,38
29141,2022,16
29141,2023,14
29143,2022,2
29143,2023,7
29145,2022,107
29145,2023,116
29147,2022,50
29147,2023,48
29149,2022,1
29149,2023,2
29151,2022,0
29151,2023,7
29153,2022,2
29153,2023,3
29155,2022,15
29155,2023,15
29157,2022,32
29157,2023,28
29159,2022,131
29159,2023,130
29161,2022,106
29161,2023,109
29163,2022,9
29163,2023,24
29165,2018,344
29165,2019,630
29165,2020,436
29165,2021,513
29165,2022,275
29165,2023,170
29167,2022,70
29167,2023,78
29169,2022,62
29169,2023,58
29171,2022,0
29171,2023,0
29173,2022,8
29173,2023,6
29175,2022,30
29175,2023,78
29177,2022,37
29177,2023,36
29179,2022,0
29179,2023,0
29181,2022,4
29181,2023,1
29183,2022,2578
29183,2023,2670
29185,2018,0
29185,2019,3
29185,2020,2
29185,2021,0
29185,2022,2
29185,2023,0
29186,2022,8
29186,2023,6
29187,2022,138
29187,2023,433
29189,2018,1152
29189,2019,1184
29189,2020,1227
29189,2021,1687
29189,2022,1799
29189,2023,1124
29195,2022,2
29195,2023,11
29197,2022,7
29197,2023,7
29199,2022,0
29199,2023,0
29201,2022,53
29201,2023,79
29203,2022,0
29203,2023,0
29205,2022,3
29205,2023,2
29207,2022,10
29207,2023,12
29209,2022,371
29209,2023,353
29211,2022,0
29211,2023,0
29213,2022,422
29213,2023,372
29215,2022,9
29215,2023,2
29217,2022,23
29217,2023,18
29219,2018,331
29219,2019,456
29219,2020,378
29219,2021,381
29219,2022,250
29219,2023,424
29221,2018,1
29221,2019,0
29221,2020,0
29221,2021,0
29221,2022,0
29221,2023,0
29223,2022,0
29225,2022,70
29225,2023,107
29227,2022,0
29227,2023,0
29229,2022,32
29229,2023,26
29510,2018,661
29510,2019,381
29510,2020,422
29510,2021,955
29510,2022,1176
29510,2023,691
30000,2022,0
30000,2023,0
30001,2022,9
30001,2023,5
30003,2022,0
30003,2023,0
30005,2022,1
30005,2023,0
30007,2022,0
30007,2023,0
30009,2022,48
30009,2023,57
30011,2022,2
30011,2023,0
30013,2018,188
30013,2019,134
30013,2020,151
30013,2021,272
30013,2022,543
30013,2023,151
30015,2022,20
30015,2023,16
30017,2022,0
30017,2023,0
30019,2022,2
30019,2023,0
30021,2022,0
30021,2023,0
30023,2022,21
30023,2023,21
30025,2022,1
30025,2023,0
30027,2022,5
30027,2023,15
30029,2022,687
30029,2023,630
30031,2022,2324
30031,2023,1876
30033,2018,0
30033,2019,0
30033,2020,0
30033,2021,0
30033,2022,0
30033,2023,0
30035,2022,0
30035,2023,0
30041,2022,1
30041,2023,0
30043,2022,20
30043,2023,9
30047,2022,40
30047,2023,11
30049,2022,91
30049,2023,295
30053,2022,19
30053,2023,15
30055,2022,0
30055,2023,0
30057,2022,8
30057,2023,11
30061,2022,0
30061,2023,0
30063,2018,689
30063,2019,659
30063,2020,788
30063,2021,1798
30063,2022,1078
30063,2023,656
30065,2022,1
30065,2023,1
30067,2022,37
30067,2023,31
30071,2022,0
30071,2023,0
30073,2022,0
30073,2023,0
30077,2022,42
30077,2023,54
30081,2022,43
30081,2023,42
30083,2022,17
30083,2023,17
30085,2022,0
30085,2023,0
30087,2022,0
30087,2023,0
30091,2022,0
30091,2023,0
30093,2018,185
30093,2019,65
30093,2020,141
30093,2021,72
30093,2022,147
30093,2023,104
30095,2022,0
30095,2023,0
30097,2022,0
30097,2023,3
30099,2022,0
30099,2023,2
30101,2022,2
30101,2023,0
30105,2022,2
30105,2023,1
30109,2022,0
30109,2023,1
30111,2022,1153
30111,2023,294
31001,2018,43
31001,2019,171
31001,2020,59
31001,2021,37
31001,2022,130
31001,2023,58
31003,2022,10
31003,2023,13
31011,2022,6
31011,2023,0
31013,2022,0
31013,2023,0
31015,2022,0
31015,2023,0
31017,2022,0
31017,2023,0
31019,2022,110
31019,2023,130
31021,2022,8
31021,2023,14
31023,2022,5
31023,2023,1
31025,2018,113
31025,2019,116
31025,2020,135
31025,2021,132
31025,2022,132
31025,2023,120
31027,2022,12
31027,2023,9
31029,2022,1
31029,2023,8
31031,2022,12
31031,2023,36
31033,2018,25
31033,2019,5
31033,2020,0
31033,2021,8
31033,2022,5
31033,2023,5
31035,2022,16
31035,2023,11
31037,2022,25
31037,2023,31
31039,2022,13
31039,2023,15
31041,2022,17
31041,2023,26
31043,2022,23
31043,2023,31
31045,2022,20
31045,2023,21
31047,2022,71
31047,2023,172
31049,2022,0
31049,2023,4
31051,2022,4
31051,2023,3
31053,2022,326
31053,2023,175
31055,2018,2998
31055,2019,2188
31055,2020,3240
31055,2021,3406
31055,2022,4024
31055,2023,3201
31057,2022,2
31057,2023,4
31059,2022,9
31059,2023,7
31061,2022,5
31061,2023,10
31063,2022,13
31063,2023,3
31065,2022,10
31065,2023,2
31067,2022,46
31067,2023,31
31069,2022,4
31069,2023,6
31071,2022,10
31071,2023,9
31073,2022,14
31073,2023,4
31075,2022,0
31077,2022,9
31077,2023,5
31079,2022,191
31079,2023,332
31081,2022,34
31081,2023,41
31083,2022,6
31083,2023,8
31085,2022,0
31085,2023,0
31087,2022,0
31087,2023,0
31089,2022,12
31089,2023,6
31091,2022,0
31091,2023,5
31093,2022,22
31093,2023,15
31095,2022,10
31095,2023,6
31097,2022,4
31097,2023,3
31099,2022,14
31099,2023,9
31101,2022,44
31101,2023,113
31103,2022,0
31103,2023,0
31105,2018,0
31105,2019,3
31105,2020,1
31105,2021,1
31105,2022,4
31105,2023,2
31107,2022,32
31107,2023,21
31109,2022,3494
31109,2023,2077
31111,2022,46
31111,2023,165
31115,2022,15
31115,2023,10
31117,2022,0
31117,2023,0
31119,2022,129
31119,2023,113
31121,2022,19
31121,2023,52
31123,2022,1
31123,2023,1
31125,2022,1
31125,2023,0
31127,2022,0
31127,2023,4
31129,2022,3
31129,2023,3
31131,2022,21
31131,2023,27
31133,2022,1
31133,2023,2
31135,2022,8
31135,2023,5
31137,2022,13
31137,2023,11
31139,2022,20
31139,2023,11
31141,2022,84
31141,2023,57
31143,2022,13
31143,2023,7
31145,2022,8
31145,2023,8
31147,2022,5
31147,2023,1
31149,2022,2
31149,2023,2
31151,2022,37
31151,2023,26
31153,2018,1255
31153,2019,1373
31153,2020,1746
31153,2021,2342
31153,2022,1548
31153,2023,982
31155,2022,142
31155,2023,106
31157,2022,9
31157,2023,36
31159,2022,79
31159,2023,63
31161,2022,1
31161,2023,6
31163,2022,2
31163,2023,11
31165,2018,0
31165,2019,2
31165,2020,0
31165,2021,9
31165,2022,8
31165,2023,7
31167,2022,12
31167,2023,9
31169,2022,7
31169,2023,7
31171,2022,5
31171,2023,2
31173,2022,8
31173,2023,3
31175,2022,4
31175,2023,6
31177,2018,87
31177,2019,54
31177,2020,71
31177,2021,92
31177,2022,71
31177,2023,61
31179,2022,44
31179,2023,117
31181,2022,6
31181,2023,4
31183,2022,2
31183,2023,0
31185,2022,26
31185,2023,20
32001,2018,73
32001,2019,99
32001,2020,99
32001,2021,104
32001,2022,148
32001,2023,39
32003,2018,11944
32003,2019,12714
32003,2020,14100
32003,2021,16307
32003,2022,13072
32003,2023,13073
32005,2018,235
32005,2019,160
32005,2020,200
32005,2021,281
32005,2022,246
32005,2023,312
32007,2018,170
32007,2019,147
32007,2020,180
32007,2021,197
32007,2022,107
32007,2023,86
32013,2018,13
32013,2019,17
32013,2020,15
32013,2021,31
32013,2022,38
32013,2023,28
32015,2018,2
32015,2019,3
32015,2020,6
32015,2021,5
32015,2022,4
32015,2023,3
32017,2018,9
32017,2019,9
32017,2020,12
32017,2021,13
32017,2022,25
32017,2023,18
32019,2018,331
32019,2019,313
32019,2020,323
32019,2021,815
32019,2022,295
32019,2023,395
32021,2018,0
32021,2019,0
32021,2020,0
32021,2021,0
32021,2022,0
32021,2023,0
32027,2018,3
32027,2019,2
32027,2020,0
32027,2021,0
32027,2022,0
32027,2023,0
32029,2018,8
32029,2019,12
32029,2020,15
32029,2021,19
32029,2022,20
32029,2023,12
32031,2018,4437
32031,2019,5177
32031,2020,4489
32031,2021,5312
32031,2022,5912
32031,2023,4259
32033,2018,8
32033,2019,3
32033,2020,8
32033,2021,9
32033,2022,7
32033,2023,6
32510,2018,310
32510,2019,248
32510,2020,263
32510,2021,307
32510,2022,272
32510,2023,242
33001,2022,359
33001,2023,320
33003,2022,373
33003,2023,405
33005,2022,161
33005,2023,141
33007,2022,126
33007,2023,90
33009,2022,589
33009,2023,410
33011,2022,867
33011,2023,1382
33013,2022,428
33013,2023,394
33015,2018,1167
33015,2019,1244
33015,2020,1172
33015,2021,1175
33015,2022,1238
33015,2023,807
33017,2018,536
33017,2019,580
33017,2020,327
33017,2021,438
33017,2022,472
33017,2023,466
33019,2022,76
33019,2023,97
34001,2018,1014
34001,2019,956
34001,2020,668
34001,2021,810
34001,2022,807
34001,2023,406
34003,2018,2536
34003,2019,3936
34003,2020,3733
34003,2021,4000
34003,2022,4419
34003,2023,3440
34005,2018,1295
34005,2019,2659
34005,2020,1501
34005,2021,2135
34005,2022,2185
34005,2023,1718
34007,2018,789
34007,2019,1223
34007,2020,933
34007,2021,942
34007,2022,1222
34007,2023,1007
34009,2018,641
34009,2019,870
34009,2020,680
34009,2021,932
34009,2022,844
34009,2023,805
34011,2018,82
34011,2019,136
34011,2020,140
34011,2021,192
34011,2022,149
34011,2023,112
34013,2018,2176
34013,2019,3241
34013,2020,2344
34013,2021,3302
34013,2022,3473
34013,2023,3786
34015,2018,632
34015,2019,699
34015,2020,780
34015,2021,779
34015,2022,843
34015,2023,971
34017,2018,4258
34017,2019,8215
34017,2020,6980
34017,2021,5662
34017,2022,6056
34017,2023,5312
34019,2018,623
34019,2019,684
34019,2020,321
34019,2021,693
34019,2022,577
34019,2023,378
34021,2018,515
34021,2019,538
34021,2020,830
34021,2021,609
34021,2022,646
34021,2023,978
34023,2018,2471
34023,2019,3112
34023,2020,2768
34023,2021,3270
34023,2022,2499
34023,2023,2331
34025,2018,1895
34025,2019,1566
34025,2020,1949
34025,2021,2596
34025,2022,2382
34025,2023,2556
34027,2018,1845
34027,2019,1542
34027,2020,1643
34027,2021,2157
34027,2022,2354
34027,2023,1497
34029,2018,2268
34029,2019,2258
34029,2020,3600
34029,2021,3812
34029,2022,3614
34029,2023,3744
34031,2018,630
34031,2019,1012
34031,2020,1437
34031,2021,1208
34031,2022,1258
34031,2023,850
34033,2018,56
34033,2019,68
34033,2020,35
34033,2021,88
34033,2022,114
34033,2023,104
34035,2018,1325
34035,2019,1555
34035,2020,1433
34035,2021,1275
34035,2022,950
34035,2023,618
34037,2018,157
34037,2019,181
34037,2020,225
34037,2021,172
34037,2022,265
34037,2023,124
34039,2018,2322
34039,2019,2442
34039,2020,2664
34039,2021,3426
34039,2022,3139
34039,2023,1963
34041,2018,109
34041,2019,189
34041,2020,304
34041,2021,188
34041,2022,321
