fips,year,permits
13275,2020,175
13275,2021,346
13275,2022,233
13275,2023,175
13277,2022,234
13277,2023,198
13279,2022,23
13279,2023,29
13281,2022,100
13281,2023,108
13283,2022,0
13283,2023,0
13285,2022,515
13285,2023,974
13287,2022,13
13287,2023,7
13289,2022,10
13289,2023,13
13291,2018,211
13291,2019,223
13291,2020,229
13291,2021,251
13291,2022,250
13291,2023,233
13293,2022,32
13293,2023,73
13295,2022,168
13295,2023,414
13297,2022,810
13297,2023,895
13299,2022,63
13299,2023,48
13301,2022,68
13301,2023,42
13303,2022,116
13303,2023,59
13305,2022,152
13305,2023,130
13307,2022,4
13307,2023,0
13309,2022,0
13309,2023,0
13311,2022,237
13311,2023,223
13313,2022,371
13313,2023,357
13317,2022,48
13317,2023,37
13319,2022,10
13319,2023,1
13321,2022,28
13321,2023,27
15001,2018,1043
15001,2019,977
15001,2020,870
15001,2021,971
15001,2022,933
15001,2023,1181
15003,2018,1921
15003,2019,2608
15003,2020,1821
15003,2021,1439
15003,2022,2578
15003,2023,1851
15007,2018,376
15007,2019,180
15007,2020,147
15007,2021,170
15007,2022,160
15007,2023,153
15009,2018,838
15009,2019,657
15009,2020,526
15009,2021,880
15009,2022,684
15009,2023,606
16001,2018,6407
16001,2019,7064
16001,2020,6022
16001,2021,7487
16001,2022,6530
16001,2023,6089
16003,2022,8
16003,2023,16
16005,2022,532
16005,2023,333
16007,2022,85
16007,2023,72
16009,2022,67
16009,2023,52
16011,2022,275
16011,2023,234
16013,2022,389
16013,2023,173
16015,2018,94
16015,2019,81
16015,2020,122
16015,2021,101
16015,2022,123
16015,2023,93
16017,2022,331
16017,2023,249
16019,2022,1140
16019,2023,1581
16021,2022,124
16021,2023,56
16023,2022,1
16023,2023,9
16025,2022,22
16025,2023,24
16027,2018,2246
16027,2019,3332
16027,2020,3395
16027,2021,4257
16027,2022,3573
16027,2023,3540
16029,2022,16
16029,2023,33
16031,2022,85
16031,2023,161
16033,2022,1
16033,2023,3
16035,2022,39
16035,2023,35
16037,2022,12
16037,2023,33
16039,2022,90
16039,2023,202
16041,2022,62
16041,2023,72
16043,2022,181
16043,2023,136
16045,2018,95
16045,2019,137
16045,2020,140
16045,2021,251
16045,2022,172
16045,2023,110
16047,2022,45
16047,2023,46
16049,2022,8
16049,2023,7
16051,2022,231
16051,2023,184
16053,2022,86
16053,2023,74
16055,2022,2400
16055,2023,2046
16057,2022,126
16057,2023,168
16059,2022,54
16059,2023,52
16061,2022,12
16061,2023,10
16063,2022,26
16063,2023,13
16065,2022,357
16065,2023,403
16067,2022,211
16067,2023,115
16069,2022,85
16069,2023,98
16071,2022,38
16071,2023,32
16073,2018,45
16073,2019,45
16073,2020,37
16073,2021,95
16073,2022,55
16073,2023,50
16075,2022,138
16075,2023,220
16077,2022,15
16077,2023,11
16079,2022,30
16079,2023,54
16081,2022,377
16081,2023,360
16083,2022,523
16083,2023,381
16085,2022,330
16085,2023,271
16087,2022,54
16087,2023,53
17001,2022,70
17001,2023,58
17003,2022,0
17003,2023,0
17005,2018,10
17005,2019,10
17005,2020,9
17005,2021,26
17005,2022,16
17005,2023,25
17007,2022,129
17007,2023,28
17009,2022,0
17009,2023,1
17011,2022,19
17011,2023,18
17013,2018,11
17013,2019,7
17013,2020,6
17013,2021,6
17013,2022,8
17013,2023,11
17015,2022,38
17015,2023,25
17017,2022,3
17017,2023,0
17019,2022,895
17019,2023,548
17021,2022,28
17021,2023,47
17023,2022,8
17023,2023,2
17025,2022,9
17025,2023,2
17027,2022,63
17027,2023,59
17029,2022,5
17029,2023,3
17031,2018,8150
17031,2019,9471
17031,2020,5609
17031,2021,6815
17031,2022,8422
17031,2023,4784
17033,2022,2
17033,2023,1
17035,2022,0
17035,2023,0
17037,2018,117
17037,2019,97
17037,2020,152
17037,2021,193
17037,2022,250
17037,2023,228
17039,2018,19
17039,2019,11
17039,2020,19
17039,2021,10
17039,2022,10
17039,2023,10
17041,2022,26
17041,2023,46
17043,2018,1432
17043,2019,1196
17043,2020,1672
17043,2021,1630
17043,2022,1054
17043,2023,995
17045,2022,0
17045,2023,0
17049,2022,55
17049,2023,63
17051,2022,2
17051,2023,7
17053,2022,5
17053,2023,9
17055,2022,9
17055,2023,4
17057,2022,15
17057,2023,27
17061,2022,1
17061,2023,2
17063,2018,205
17063,2019,207
17063,2020,147
17063,2021,78
17063,2022,51
17063,2023,54
17067,2022,2
17067,2023,0
17069,2022,0
17069,2023,0
17071,2022,10
17071,2023,5
17073,2022,18
17073,2023,18
17075,2022,27
17075,2023,17
17077,2022,6
17077,2023,2
17079,2022,4
17079,2023,2
17081,2022,7
17081,2023,5
17083,2018,27
17083,2019,73
17083,2020,108
17083,2021,123
17083,2022,126
17083,2023,87
17085,2022,47
17085,2023,33
17087,2022,0
17087,2023,0
17089,2022,1302
17089,2023,2141
17091,2022,130
17091,2023,60
17093,2018,353
17093,2019,516
17093,2020,559
17093,2021,684
17093,2022,658
17093,2023,1125
17095,2022,2
17095,2023,3
17097,2018,745
17097,2019,635
17097,2020,822
17097,2021,904
17097,2022,954
17097,2023,806
17099,2022,87
17099,2023,81
17101,2022,61
17101,2023,58
17103,2022,19
17103,2023,24
17105,2022,23
17105,2023,56
17107,2022,10
17107,2023,11
17109,2022,0
17109,2023,0
17111,2018,479
17111,2019,565
17111,2020,558
17111,2021,1365
17111,2022,837
17111,2023,1088
17113,2022,374
17113,2023,244
17115,2022,36
17115,2023,33
17117,2022,51
17117,2023,65
17119,2018,632
17119,2019,461
17119,2020,448
17119,2021,417
17119,2022,396
17119,2023,322
17121,2022,9
17121,2023,5
17123,2022,5
17123,2023,8
17125,2022,5
17125,2023,6
17127,2022,5
17127,2023,9
17129,2022,11
17129,2023,9
17131,2022,6
17131,2023,13
17133,2018,127
17133,2019,164
17133,2020,126
17133,2021,117
17133,2022,87
17133,2023,62
17135,2022,10
17135,2023,21
17137,2022,3
17137,2023,2
17139,2022,18
17139,2023,12
17141,2022,31
17141,2023,32
17143,2022,60
17143,2023,92
17145,2022,21
17145,2023,20
17147,2022,34
17147,2023,26
17149,2022,24
17149,2023,19
17151,2022,0
17151,2023,0
17153,2022,0
17153,2023,0
17155,2022,21
17155,2023,15
17157,2022,17
17157,2023,5
17159,2022,1
17159,2023,3
17161,2022,136
17161,2023,92
17163,2022,880
17163,2023,385
17165,2022,0
17165,2023,0
17167,2022,205
17167,2023,192
17169,2022,0
17169,2023,0
17173,2022,24
17173,2023,36
17175,2022,1
17175,2023,1
17177,2022,12
17177,2023,16
17179,2022,187
17179,2023,46
17181,2022,7
17181,2023,9
17183,2022,4
17183,2023,3
17185,2022,4
17185,2023,0
17187,2022,4
17187,2023,4
17189,2022,25
17189,2023,29
17191,2022,0
17191,2023,0
17193,2022,1
17193,2023,0
17195,2022,19
17195,2023,25
17197,2018,1594
17197,2019,1462
17197,2020,1777
17197,2021,1970
17197,2022,1671
17197,2023,1345
17199,2022,145
17199,2023,127
17201,2022,189
17201,2023,168
17203,2022,35
17203,2023,28
18001,2022,93
18001,2023,120
18003,2018,1641
18003,2019,1838
18003,2020,1694
18003,2021,1863
18003,2022,2243
18003,2023,2415
18005,2022,209
18005,2023,156
18007,2022,3
18007,2023,0
18009,2022,3
18009,2023,9
18011,2018,476
18011,2019,748
18011,2020,692
18011,2021,900
18011,2022,717
18011,2023,873
18013,2018,84
18013,2019,69
18013,2020,60
18013,2021,88
18013,2022,84
18013,2023,75
18015,2022,37
18015,2023,39
18017,2022,13
18017,2023,30
18019,2018,746
18019,2019,899
18019,2020,1336
18019,2021,1626
18019,2022,761
18019,2023,1508
18021,2022,16
18021,2023,30
18023,2022,61
18023,2023,46
18025,2022,2
18025,2023,3
18027,2022,40
18027,2023,144
18029,2022,108
18029,2023,128
18031,2022,80
18031,2023,57
18033,2022,175
18033,2023,142
18035,2022,208
18035,2023,94
18037,2022,105
18037,2023,161
18039,2022,387
18039,2023,287
18041,2022,18
18041,2023,14
18043,2022,260
18043,2023,227
18045,2022,18
18045,2023,6
18047,2018,70
18047,2019,46
18047,2020,58
18047,2021,78
18047,2022,50
18047,2023,54
18049,2022,17
18049,2023,25
18051,2022,185
18051,2023,163
18053,2022,55
18053,2023,96
18057,2018,3005
18057,2019,3127
18057,2020,3771
18057,2021,4718
18057,2022,5768
18057,2023,4854
18059,2018,638
18059,2019,552
18059,2020,761
18059,2021,1597
18059,2022,1414
18059,2023,920
18061,2018,96
18061,2019,112
18061,2020,83
18061,2021,156
18061,2022,159
18061,2023,178
18063,2018,951
18063,2019,879
18063,2020,1346
18063,2021,1381
18063,2022,1275
18063,2023,1360
18065,2022,34
18065,2023,46
18067,2022,155
18067,2023,144
18069,2018,82
18069,2019,70
18069,2020,75
18069,2021,73
18069,2022,84
18069,2023,61
18071,2022,83
18071,2023,75
18073,2018,97
18073,2019,116
18073,2020,149
18073,2021,165
18073,2022,91
18073,2023,88
18075,2022,20
18075,2023,17
18077,2022,70
18077,2023,73
18079,2022,45
18079,2023,81
18081,2018,843
18081,2019,826
18081,2020,1114
18081,2021,1454
18081,2022,987
18081,2023,1240
18083,2022,30
18083,2023,31
18085,2022,356
18085,2023,256
18087,2018,150
18087,2019,158
18087,2020,124
18087,2021,138
18087,2022,132
18087,2023,136
18089,2018,1298
18089,2019,1279
18089,2020,1510
18089,2021,1739
18089,2022,1298
18089,2023,1284
18091,2022,313
18091,2023,235
18093,2022,17
18093,2023,5
18095,2022,338
18095,2023,269
18097,2018,2382
18097,2019,2508
18097,2020,2349
18097,2021,2251
18097,2022,2483
18097,2023,2477
18099,2022,275
18099,2023,197
18101,2022,1
18101,2023,0
18103,2022,189
18103,2023,18
18105,2018,366
18105,2019,593
18105,2020,619
18105,2021,2053
18105,2022,451
18105,2023,479
18107,2022,51
18107,2023,53
18109,2018,183
18109,2019,267
18109,2020,329
18109,2021,404
18109,2022,304
18109,2023,326
18111,2018,18
18111,2019,21
18111,2020,28
18111,2021,42
18111,2022,50
18111,2023,25
18113,2022,105
18113,2023,118
18115,2018,32
18115,2019,22
18115,2020,20
18115,2021,26
18115,2022,12
18115,2023,7
18117,2022,10
18117,2023,18
18119,2018,47
18119,2019,30
18119,2020,31
18119,2021,33
18119,2022,98
18119,2023,90
18121,2022,82
18121,2023,45
18123,2022,18
18123,2023,48
18125,2022,0
18125,2023,0
18127,2018,584
18127,2019,542
18127,2020,580
18127,2021,650
18127,2022,443
18127,2023,623
18129,2022,27
18129,2023,28
18131,2022,18
18131,2023,19
18133,2018,141
18133,2019,215
18133,2020,164
18133,2021,151
18133,2022,122
18133,2023,103
18135,2022,19
18135,2023,17
18137,2022,134
18137,2023,107
18139,2022,29
18139,2023,67
18141,2022,589
18141,2023,291
18143,2022,72
18143,2023,60
18145,2018,83
18145,2019,52
18145,2020,70
18145,2021,131
18145,2022,302
18145,2023,91
18147,2022,66
18147,2023,72
18149,2022,62
18149,2023,74
18151,2018,155
18151,2019,147
18151,2020,163
18151,2021,145
18151,2022,145
18151,2023,131
18153,2022,5
18153,2023,9
18155,2022,75
18155,2023,74
18157,2018,1735
18157,2019,1297
18157,2020,1317
18157,2021,1152
18157,2022,1487
18157,2023,2020
18159,2022,30
18159,2023,28
18161,2022,9
18161,2023,7
18163,2018,267
18163,2019,338
18163,2020,652
18163,2021,870
18163,2022,662
18163,2023,540
18165,2022,33
18165,2023,18
18167,2018,89
18167,2019,41
18167,2020,58
18167,2021,41
18167,2022,116
18167,2023,47
18169,2022,35
18169,2023,50
18171,2022,20
18171,2023,46
18173,2022,420
18173,2023,290
18175,2018,69
18175,2019,60
18175,2020,72
18175,2021,51
18175,2022,43
18175,2023,21
18177,2022,50
18177,2023,37
18179,2022,121
18179,2023,107
18181,2022,40
18181,2023,36
18183,2018,181
18183,2019,118
18183,2020,92
18183,2021,115
18183,2022,92
18183,2023,78
19001,2022,12
19001,2023,11
19003,2022,4
19003,2023,2
19005,2022,56
19005,2023,49
19007,2022,5
19007,2023,6
19009,2022,3
19009,2023,5
19011,2022,24
19011,2023,34
19013,2022,201
19013,2023,422
19015,2022,107
19015,2023,81
19017,2022,37
19017,2023,39
19019,2022,45
19019,2023,72
19021,2022,88
19021,2023,15
19023,2022,35
19023,2023,30
19025,2022,19
19025,2023,16
19027,2022,38
19027,2023,45
19029,2022,7
19029,2023,8
19031,2022,70
19031,2023,93
19033,2022,133
19033,2023,42
19035,2022,7
19035,2023,11
19037,2022,21
19037,2023,4
19039,2022,128
19039,2023,130
19041,2022,25
19041,2023,13
19043,2022,35
19043,2023,32
19045,2022,28
19045,2023,84
19047,2022,12
19047,2023,17
19049,2018,590
19049,2019,798
19049,2020,1155
19049,2021,1482
19049,2022,1464
19049,2023,1421
19051,2022,46
19051,2023,8
19053,2022,0
19053,2023,1
19055,2022,36
19055,2023,33
19057,2022,11
19057,2023,54
19059,2022,433
19059,2023,360
19061,2022,162
19061,2023,196
19063,2022,66
19063,2023,21
19065,2022,29
19065,2023,11
19067,2022,11
19067,2023,10
19069,2022,2
19069,2023,4
19071,2022,10
19071,2023,13
19073,2022,4
19073,2023,18
19075,2022,16
19075,2023,23
19077,2022,18
19077,2023,21
19079,2022,11
19079,2023,17
19081,2022,5
19081,2023,17
19083,2022,9
19083,2023,6
19085,2018,33
19085,2019,34
19085,2020,31
19085,2021,14
19085,2022,10
19085,2023,51
19087,2022,50
19087,2023,49
19089,2022,2
19089,2023,5
19091,2022,14
19091,2023,13
19093,2022,12
19093,2023,6
19095,2022,12
19095,2023,17
19097,2022,24
19097,2023,16
19099,2022,26
19099,2023,24
19101,2022,13
19101,2023,13
19103,2022,1362
19103,2023,1235
19105,2022,23
19105,2023,24
19107,2022,3
19107,2023,1
19109,2022,6
19109,2023,11
19111,2022,7
19111,2023,10
19113,2022,859
19113,2023,695
19115,2022,20
19115,2023,11
19117,2022,4
19117,2023,11
19119,2022,36
19119,2023,29
19121,2022,75
19121,2023,87
19123,2022,11
19123,2023,10
19125,2022,84
19125,2023,112
19127,2022,106
19127,2023,94
19129,2018,2
19129,2019,9
19129,2020,17
19129,2021,10
19129,2022,14
19129,2023,16
19131,2022,69
19131,2023,44
19133,2022,9
19133,2023,17
19135,2022,16
19135,2023,13
19137,2022,4
19137,2023,12
19139,2022,60
19139,2023,33
19141,2022,26
19141,2023,61
19143,2022,1
19143,2023,2
19145,2022,15
19145,2023,47
19147,2022,4
19147,2023,15
19149,2022,39
19149,2023,41
19151,2022,0
19151,2023,3
19153,2018,3806
19153,2019,3924
19153,2020,4583
19153,2021,4778
19153,2022,4031
19153,2023,3093
19155,2022,135
19155,2023,168
19157,2022,41
19157,2023,34
19159,2022,2
19159,2023,1
19161,2022,7
19161,2023,15
19163,2022,464
19163,2023,493
19165,2022,10
19165,2023,8
19167,2022,163
19167,2023,130
19169,2022,210
19169,2023,158
19171,2022,35
19171,2023,8
19173,2022,6
19173,2023,6
19175,2022,2
19175,2023,8
19177,2022,3
19177,2023,0
19179,2022,21
19179,2023,6
19181,2018,343
19181,2019,354
19181,2020,530
19181,2021,544
19181,2022,520
19181,2023,371
19183,2022,51
19183,2023,17
19185,2022,0
19185,2023,1
19187,2022,142
19187,2023,52
19189,2022,6
19189,2023,8
19191,2022,113
19191,2023,47
19193,2022,230
19193,2023,164
19195,2022,6
19195,2023,4
19197,2022,10
19197,2023,11
20001,2022,10
20001,2023,17
20003,2022,14
20003,2023,17
20005,2022,4
20005,2023,12
20007,2022,0
20007,2023,0
20009,2022,13
20009,2023,6
20011,2022,10
20011,2023,0
20013,2022,0
20013,2023,5
20015,2022,145
20015,2023,611
20017,2022,1
20017,2023,3
20019,2022,0
20019,2023,0
20021,2022,11
20021,2023,8
20023,2022,0
20023,2023,2
20025,2022,1
20025,2023,1
20027,2022,15
20027,2023,10
20029,2022,0
20029,2023,0
20031,2022,21
20031,2023,17
20033,2022,0
20033,2023,0
20035,2022,55
20035,2023,77
20037,2022,85
20037,2023,71
20039,2022,0
20039,2023,0
20041,2022,12
20041,2023,26
20043,2022,6
20043,2023,6
20045,2022,386
20045,2023,223
20047,2022,0
20047,2023,0
20051,2022,58
20051,2023,83
20053,2022,50
20053,2023,8
20055,2022,145
20055,2023,52
20057,2022,98
20057,2023,153
20059,2022,81
20059,2023,91
20061,2018,13
20061,2019,13
20061,2020,16
20061,2021,16
20061,2022,20
20061,2023,45
20063,2022,1
20063,2023,0
20065,2022,0
20065,2023,0
20067,2022,1
20067,2023,0
20069,2022,16
20069,2023,12
20071,2022,0
20071,2023,0
20073,2022,0
20073,2023,8
20075,2022,0
20075,2023,0
20077,2022,3
20077,2023,1
20079,2022,80
20079,2023,65
20081,2022,0
20081,2023,0
20083,2022,0
20083,2023,0
20085,2022,20
20085,2023,23
20087,2022,68
20087,2023,67
20089,2022,0
20089,2023,0
20091,2018,4001
20091,2019,3114
20091,2020,3083
20091,2021,3660
20091,2022,3401
20091,2023,3167
20093,2022,4
20093,2023,1
20095,2022,27
20095,2023,17
20097,2022,0
20097,2023,0
20099,2022,1
20099,2023,1
20101,2022,0
20101,2023,0
20103,2018,309
20103,2019,258
20103,2020,347
20103,2021,364
20103,2022,306
20103,2023,197
20105,2022,1
20105,2023,0
20107,2018,45
20107,2019,43
20107,2020,65
20107,2021,114
20107,2022,87
20107,2023,72
20109,2022,1
20109,2023,0
20111,2022,70
20111,2023,66
20113,2022,86
20113,2023,85
20115,2022,13
20115,2023,23
20117,2022,0
20117,2023,2
20119,2022,2
20119,2023,0
20121,2018,81
20121,2019,97
20121,2020,87
20121,2021,128
20121,2022,160
20121,2023,103
20123,2022,0
20123,2023,0
20125,2022,5
20125,2023,1
20127,2022,2
20127,2023,1
20129,2022,0
20129,2023,0
20131,2022,12
20131,2023,16
20133,2022,12
20133,2023,13
20135,2022,1
20135,2023,0
20137,2022,0
20137,2023,0
20139,2022,107
20139,2023,37
20141,2022,1
20141,2023,0
20143,2022,16
20143,2023,7
20145,2022,1
20145,2023,0
20147,2022,0
20147,2023,0
20149,2022,150
20149,2023,113
20151,2022,0
20151,2023,2
20153,2022,0
20153,2023,2
20155,2022,43
20155,2023,45
20157,2022,0
20157,2023,3
20159,2022,19
20159,2023,21
20161,2022,136
20161,2023,105
20163,2022,0
20163,2023,2
20165,2022,0
20165,2023,0
20167,2022,9
20167,2023,5
20169,2022,85
20169,2023,119
20171,2022,0
20171,2023,1
20173,2022,2574
20173,2023,1968
20175,2022,15
20175,2023,16
20177,2022,197
20177,2023,210
20181,2022,0
20181,2023,2
20183,2022,1
20183,2023,1
20185,2022,4
20185,2023,3
20187,2022,0
20187,2023,0
20189,2022,7
20189,2023,7
20191,2022,30
20191,2023,32
20193,2022,18
20193,2023,11
20195,2022,0
20195,2023,0
20197,2022,36
20197,2023,8
20199,2022,1
20199,2023,0
20201,2022,3
20201,2023,3
20203,2022,0
20203,2023,0
20205,2022,12
20205,2023,9
20207,2022,12
20207,2023,8
20209,2018,232
20209,2019,190
20209,2020,213
20209,2021,153
20209,2022,405
20209,2023,333
21001,2022,0
21001,2023,0
21003,2022,7
21003,2023,4
21005,2018,89
21005,2019,70
21005,2020,92
21005,2021,178
21005,2022,192
21005,2023,87
21009,2022,175
21009,2023,131
21011,2022,0
21011,2023,0
21013,2022,44
21013,2023,40
21015,2018,702
21015,2019,504
21015,2020,817
21015,2021,1107
21015,2022,565
21015,2023,798
21017,2018,42
21017,2019,48
21017,2020,53
21017,2021,54
21017,2022,38
21017,2023,32
21019,2022,1
21019,2023,0
21021,2018,34
21021,2019,42
21021,2020,52
21021,2021,62
21021,2022,61
21021,2023,68
21025,2022,1
21025,2023,1
21027,2022,2
21027,2023,3
21029,2018,403
21029,2019,350
21029,2020,463
21029,2021,432
21029,2022,405
21029,2023,330
21031,2022,0
21031,2023,0
21033,2022,10
21033,2023,2
21035,2018,55
21035,2019,40
21035,2020,51
21035,2021,137
21035,2022,87
21035,2023,61
21037,2018,469
21037,2019,209
21037,2020,235
21037,2021,664
21037,2022,463
21037,2023,456
21041,2022,4
21041,2023,4
21043,2022,7
21043,2023,1
21045,2018,0
21045,2019,0
21045,2020,0
21045,2021,0
21045,2022,0
21045,2023,0
21047,2018,72
21047,2019,156
21047,2020,88
21047,2021,91
21047,2022,91
21047,2023,139
21049,2018,100
21049,2019,100
21049,2020,120
21049,2021,165
21049,2022,186
21049,2023,164
21051,2022,0
21051,2023,0
21053,2022,0
21053,2023,0
21055,2022,1
21055,2023,0
21057,2022,0
21057,2023,1
21059,2020,338
21059,2021,388
21059,2022,238
21059,2023,282
21065,2022,0
21065,2023,0
21067,2018,1791
21067,2019,1905
21067,2020,1437
21067,2021,1655
21067,2022,1731
21067,2023,1398
21069,2018,0
21069,2019,0
21069,2020,0
21069,2021,0
21069,2022,0
21069,2023,0
21071,2022,5
21071,2023,5
21073,2022,109
21073,2023,102
21075,2022,0
21075,2023,0
21077,2018,21
21077,2019,20
21077,2020,54
21077,2021,59
21077,2022,62
21077,2023,50
21079,2022,0
21079,2023,0
21081,2018,56
21081,2019,59
21081,2020,75
21081,2021,92
21081,2022,80
21081,2023,117
21083,2022,8
21083,2023,8
21085,2022,1
21085,2023,13
21087,2022,0
21087,2023,3
21089,2022,21
21089,2023,19
21091,2018,11
21091,2019,3
21091,2020,10
21091,2021,10
21091,2022,9
21091,2023,11
21093,2022,984
21093,2023,1679
21095,2022,0
21095,2023,0
21097,2022,73
21097,2023,68
21099,2018,128
21099,2019,27
21099,2020,46
21099,2021,63
21099,2022,77
21099,2023,77
21101,2018,36
21101,2019,111
21101,2020,63
21101,2021,58
21101,2022,32
21101,2023,44
21103,2018,33
21103,2019,34
21103,2020,61
21103,2021,68
21103,2022,55
21103,2023,64
21107,2022,121
21107,2023,131
21109,2022,0
21109,2023,0
21111,2018,3318
21111,2019,3435
21111,2020,1264
21111,2021,1917
21111,2022,2811
21111,2023,3713
21113,2018,179
21113,2019,197
21113,2020,239
21113,2021,286
21113,2022,232
21113,2023,395
21115,2018,2
21115,2019,0
21115,2020,0
21115,2022,0
21117,2018,267
21117,2019,308
21117,2020,311
21117,2021,653
21117,2022,427
21117,2023,473
21121,2018,0
21121,2019,0
21121,2020,0
21121,2021,0
21121,2022,0
21121,2023,0
21123,2018,44
21123,2019,37
21123,2020,37
21123,2021,60
21123,2022,50
21123,2023,62
21125,2022,12
21125,2023,6
21133,2022,0
21133,2023,0
21135,2022,0
21135,2023,0
21137,2018,46
21137,2019,51
21137,2020,55
21137,2021,73
21137,2022,66
21137,2023,93
21141,2022,12
21141,2023,9
21143,2022,9
21143,2023,8
21145,2018,128
21145,2019,138
21145,2020,116
21145,2021,126
21145,2022,154
21145,2023,150
21147,2022,0
21147,2023,0
21149,2022,0
21149,2023,0
21151,2018,327
21151,2019,309
21151,2020,333
21151,2021,455
21151,2022,890
21151,2023,378
21155,2022,50
21155,2023,38
21157,2018,78
21157,2019,83
21157,2020,91
21157,2021,93
21157,2022,185
21157,2023,131
21161,2018,18
21161,2019,14
21161,2020,32
21161,2021,29
21161,2022,23
21161,2023,32
21163,2018,77
21163,2019,108
21163,2020,130
21163,2021,113
21163,2022,141
21163,2023,115
21167,2018,45
21167,2019,49
21167,2020,74
21167,2021,39
21167,2022,124
21167,2023,146
21173,2022,54
21173,2023,50
21175,2018,21
21175,2019,24
21175,2020,9
21175,2021,3
21175,2022,2
21175,2023,2
21177,2022,7
21177,2023,5
21179,2018,203
21179,2019,295
21179,2020,282
21179,2021,313
21179,2022,307
21179,2023,283
21181,2022,0
21181,2023,2
21183,2022,6
21183,2023,5
21185,2018,346
21185,2019,283
21185,2020,442
21185,2021,420
21185,2022,332
21185,2023,349
21187,2022,18
21187,2023,17
21191,2018,0
21191,2019,0
21191,2020,0
21191,2021,0
21191,2022,0
21191,2023,0
21193,2022,0
21193,2023,0
21195,2022,23
21195,2023,12
21197,2022,2
21197,2023,2
21199,2022,17
21199,2023,9
21205,2022,15
21205,2023,7
21207,2022,19
21207,2023,1
21209,2018,526
21209,2019,469
21209,2020,363
21209,2021,591
21209,2022,430
21209,2023,307
21211,2018,232
21211,2019,272
21211,2020,328
21211,2021,451
21211,2022,295
21211,2023,337
21213,2018,155
21213,2019,156
21213,2020,166
21213,2021,130
21213,2022,282
21213,2023,129
21215,2018,147
21215,2019,130
21215,2020,161
21215,2021,177
21215,2022,83
21215,2023,83
21217,2021,10
21217,2022,10
21217,2023,9
21219,2022,28
21219,2023,44
21221,2018,7
21221,2019,19
21221,2020,81
21221,2021,10
21221,2022,3
21221,2023,3
21227,2022,1629
21227,2023,1444
21229,2022,15
21229,2023,23
21231,2022,0
21233,2022,4
21233,2023,4
21235,2022,37
21235,2023,49
21239,2018,133
21239,2019,168
21239,2020,99
21239,2021,124
21239,2022,95
21239,2023,69
22001,2022,139
22001,2023,113
22003,2022,51
22003,2023,44
22005,2018,970
22005,2019,862
22005,2020,902
22005,2021,1061
22005,2022,1129
22005,2023,710
22007,2022,28
22007,2023,19
22009,2022,23
22009,2023,17
22011,2022,127
22011,2023,58
22013,2022,13
22013,2023,15
22015,2018,658
22015,2019,640
22015,2020,656
22015,2021,743
22015,2022,529
22015,2023,626
22017,2018,301
22017,2019,306
22017,2020,255
22017,2021,218
22017,2022,279
22017,2023,184
22019,2022,1127
22019,2023,1000
22021,2022,9
22021,2023,10
22023,2022,51
22023,2023,16
22025,2022,4
22025,2023,1
22027,2022,5
22027,2023,4
22029,2022,20
22029,2023,26
22031,2018,106
22031,2019,100
22031,2020,118
22031,2021,118
22031,2022,111
22031,2023,112
22033,2018,1337
22033,2019,1288
22033,2020,1363
22033,2021,1452
22033,2022,1198
22033,2023,1089
22035,2022,0
22035,2023,0
22037,2018,44
22037,2019,53
22037,2020,54
22037,2021,73
22037,2022,66
22037,2023,42
22039,2022,55
22039,2023,39
22041,2022,13
22041,2023,12
22043,2022,51
22043,2023,18
22045,2022,104
22045,2023,122
22047,2018,107
22047,2019,99
22047,2020,111
22047,2021,142
22047,2022,195
22047,2023,110
22049,2022,17
22049,2023,16
22051,2018,599
22051,2019,550
22051,2020,592
22051,2021,998
22051,2022,490
22051,2023,789
22053,2022,141
22053,2023,60
22055,2018,1251
22055,2019,1184
22055,2020,2095
22055,2021,2355
22055,2022,1516
22055,2023,1844
22057,2022,496
22057,2023,320
22059,2022,10
22059,2023,3
22061,2022,81
22061,2023,71
22063,2018,846
22063,2019,915
22063,2020,1019
22063,2021,1215
22063,2022,875
22063,2023,1079
22065,2022,2
22065,2023,0
22067,2022,1
22067,2023,6
22069,2022,63
22069,2023,116
22071,2018,1306
22071,2019,1306
22071,2020,1360
22071,2021,1576
22071,2022,1622
22071,2023,1086
22073,2022,589
22073,2023,402
22075,2018,49
22075,2019,91
22075,2020,109
22075,2021,126
22075,2022,82
22075,2023,98
22077,2018,54
22077,2019,52
22077,2020,68
22077,2021,64
22077,2022,42
22077,2023,35
22079,2022,334
22079,2023,224
22081,2022,9
22081,2023,7
22083,2022,34
22083,2023,12
22085,2022,86
22085,2023,80
22087,2018,178
22087,2019,208
22087,2020,340
22087,2021,324
22087,2022,224
22087,2023,114
22089,2018,196
22089,2019,122
22089,2020,138
22089,2021,163
22089,2022,142
22089,2023,82
22091,2018,33
22091,2019,35
22091,2020,38
22091,2021,20
22091,2022,12
22091,2023,12
22093,2022,73
22093,2023,58
22095,2018,47
22095,2019,46
22095,2020,86
22095,2021,98
22095,2022,57
22095,2023,44
22097,2022,179
22097,2023,148
22099,2018,171
22099,2019,173
22099,2020,209
22099,2021,116
22099,2022,65
22099,2023,46
22101,2022,68
22101,2023,26
22103,2018,1431
22103,2019,1631
22103,2020,1665
22103,2021,1959
22103,2022,1502
22103,2023,830
22105,2022,1474
22105,2023,1213
22107,2022,0
22107,2023,2
22109,2018,149
22109,2019,162
22109,2020,178
