fips,year,rent,rent_months,log_rent,d_log_rent,gross_inflow,gross_outflow,nonmigrant_exemptions,net_migration,irs_population_base,permits_2020_units,population_lag,net_mig_share,gross_inflow_share,irs_population_base_2020,permits_2020_per_capita,netmig_2019,netmig_2020,netmig_2021,pre_net_mig_rate,early_migration_shock,shock_quintile,shock_group,high_shock,low_shock,neutral_shock,post,q1_lowest_post,q2_post,q4_post,q5_highest_post,low_permit
53067,2015,1064.7388599383746,12,6.970484846140817,,,,,,,1161.0,,,,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,0,0,0,0,0,1.0
53067,2016,1122.2893333393151,12,7.023125925690592,0.0526410795497751,,,,,,1161.0,,,,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,0,0,0,0,0,1.0
53067,2017,1213.806068632508,12,7.101516213086494,0.0783902873959023,,,,,,1161.0,,,,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,0,0,0,0,0,1.0
53067,2018,1295.2363904684134,12,7.166448498377324,0.0649322852908298,,,,,,1161.0,,,,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,0,0,0,0,0,1.0
53067,2019,1373.766978873755,12,7.225311865149191,0.0588633667718667,20275.0,17496.0,220698.0,2779.0,238194.0,1161.0,238194.0,0.011666960544766,0.0851196923516125,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,0,0,0,0,0,1.0
53067,2020,1471.2905441645423,12,7.293895215825737,0.0685833506765458,21882.0,19668.0,227852.0,2214.0,247520.0,1161.0,247520.0,0.0089447317388493,0.0884049773755656,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,0,0,0,0,0,1.0
53067,2021,1657.1104608473952,12,7.412830678359408,0.1189354625336713,21074.0,20262.0,220769.0,812.0,241031.0,1161.0,241031.0,0.003368861266808,0.0874327368678717,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,0,0,0,0,0,1.0
53067,2022,1810.1374871157784,12,7.501158081107551,0.0883274027481428,20141.0,20357.0,225189.0,-216.0,245546.0,1161.0,245546.0,-0.0008796722406392,0.0820253638829384,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,1,1,0,0,0,1.0
53067,2023,1853.1351525937432,12,7.524634160805143,0.0234760796975921,19030.0,17446.0,232113.0,1584.0,249559.0,1161.0,249559.0,0.0063471964545458,0.0762545129608629,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,1,1,0,0,0,1.0
53067,2024,1912.626889751749,12,7.556232911082401,0.0315987502772578,,,,,,1161.0,,,,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,1,1,0,0,0,1.0
53067,2025,1976.7322950502792,12,7.589200404315645,0.0329674932332437,,,,,,1161.0,,,,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,1,1,0,0,0,1.0
53067,2026,2002.1127078181576,4,7.601958255901982,0.0127578515863371,,,,,,1161.0,,,,247520.0,0.0046905300581771,0.011666960544766,0.0089447317388493,0.003368861266808,0.01030584614180765,-0.006936984874999649,Q1 lowest,Low shock,0.0,1.0,0.0,1,1,0,0,0,1.0
53071,2022,1344.2881842159934,11,7.203619920877573,,2694.0,2758.0,44574.0,-64.0,47332.0,154.0,47332.0,-0.0013521507648102,0.0569170962562325,,,,,,,,,,,,,1,0,0,0,0,0.0
53071,2023,1423.697870975889,12,7.261012900202335,0.0573929793247618,2443.0,2511.0,45404.0,-68.0,47915.0,154.0,47915.0,-0.0014191797975581,0.0509861212563915,,,,,,,,,,,,,1,0,0,0,0,0.0
53071,2024,1454.5480451493004,12,7.282450509462106,0.0214376092597712,,,,,,154.0,,,,,,,,,,,,,,,,1,0,0,0,0,0.0
53071,2025,1485.6488657446496,12,7.303606902432814,0.0211563929707079,,,,,,154.0,,,,,,,,,,,,,,,,1,0,0,0,0,0.0
53071,2026,1502.73871010652,4,7.315044529068904,0.0114376266360896,,,,,,154.0,,,,,,,,,,,,,,,,1,0,0,0,0,0.0
